"bank_id","amount"
61,-2528.74
49,595.76
31,-3431.43
84,2653.42
48,-4526.16
97,754.69
1,-5472.05
50,1733.39
14,-1017.69
16,-4371.72
104,-6289.1
40,-5764.72
24,-8535.14
15,3313.72
82,3639.44
25,-7214.09
16,7450.04
79,5043.94
18,-8878.18
39,2971.39
69,-1073.4
89,2980.29
47,-2365.9
12,3513.96
13,-425.93
91,6205.18
53,7203.23
111,-7870.49
38,7469.21
1,3613.73
11,3957.69
65,780.36
8,-5543.08
110,-983.56
94,-4241.68
11,-123.45
61,-3734.38
80,6854.72
101,-6177.79
86,3600.28
36,-3015.67
114,6150.9
23,-197.89
24,-5579.41
83,2444.13
107,-1540.17
57,1818.96
21,1126.36
113,5488.43
6,3704.88
3,355.36
58,360.35
87,3190.33
21,-8325.73
49,9363.32
55,-3758.65
109,1064.27
4,-1762.43
32,2022.21
22,2431.6
82,-4561.0
53,-2116.13
98,1033.43
42,-3835.54
68,8654.53
54,-8980.36
110,445.53
98,3801.31
103,9158.64
29,-4323.87
38,-5429.0
101,306.05
97,-1891.73
9,-6552.92
80,2709.92
101,-2547.18
105,-3210.57
12,3540.48
19,8453.7
29,-6509.27
2,6785.84
105,8466.17
74,1068.47
104,6868.37
35,1124.98
81,8764.31
19,3222.8
65,9108.8
2,-4930.94
115,-8192.46
11,150.69
26,2184.98
59,-9730.85
95,8349.12
2,1387.34
22,-3757.19
44,-7960.8
88,-8526.04
82,-8547.56
42,8735.25
9,8764.03
52,-9174.62
61,4687.21
4,-1290.97
17,-2049.03
88,7302.58
41,-1090.56
12,-7001.35
18,-9517.86
75,-2648.46
15,-3829.2
84,7604.8
11,-1756.04
89,-6702.74
56,-699.61
61,-6831.26
4,5751.56
90,6652.29
32,1220.59
68,6691.04
110,9706.41
54,3353.35
20,-2033.5
41,7773.29
4,6544.35
39,-1096.68
67,1262.66
82,7434.42
19,-4221.72
50,-7442.87
46,6829.5
73,-4176.38
26,9886.94
1,-9593.84
43,755.73
38,2701.14
59,-2243.61
46,-8925.66
63,-3063.89
84,4831.07
112,1899.98
10,1666.22
80,-4596.32
106,-6056.92
80,4062.39
52,-5665.63
106,-9201.16
98,7553.28
42,-4660.37
6,-7354.4
101,7739.47
66,-5374.52
42,-8198.24
60,3762.42
71,7960.21
97,2082.23
105,6007.59
94,6429.72
54,7201.95
8,-4845.88
84,3040.22
105,-6686.31
64,-7836.64
27,-1826.03
99,2112.68
48,9355.5
49,5566.16
99,-4340.8
82,7024.19
78,-8378.81
43,4977.68
81,5111.52
72,-6021.85
110,494.69
80,6176.1
96,-4584.91
63,-6217.15
13,2425.53
44,-1102.76
93,-5566.38
2,110.48
51,720.65
82,-6505.96
99,7503.17
27,-1333.36
17,1482.89
56,-9247.93
85,-1243.11
17,-492.53
29,-6296.86
14,101.14
28,8250.55
82,-1758.77
23,9600.05
4,-5794.27
100,-8764.52
24,1937.18
53,663.31
111,3252.83
92,-8521.59
13,8470.12
94,8820.1
9,-3762.31
20,2307.03
17,2592.04
25,9637.83
64,-9348.35
105,2463.15
103,4634.63
16,-699.89
50,1502.46
18,-8793.23
42,-5614.55
59,5332.97
92,-4268.13
96,-8921.37
89,-1299.6
62,537.0
52,6764.73
84,-1024.14
55,9711.47
35,899.99
20,8732.72
77,-4282.21
52,3573.44
9,-1572.45
114,-4788.28
33,9636.27
108,-9979.78
6,75.34
47,2807.72
15,-2402.09
8,-8151.6
25,8121.17
68,-4363.43
14,-547.77
60,-7798.39
10,6663.64
86,-7238.29
60,-5268.0
45,-7509.04
15,-5675.98
107,7832.84
32,-3431.47
34,-3798.46
81,551.28
52,389.28
58,5978.98
35,7215.11
32,1101.34
5,-9833.15
88,-1029.84
11,2371.39
4,2517.2
22,-2725.67
57,-5914.1
12,4441.83
80,-2309.52
93,8211.46
24,6922.71
24,-763.61
32,-562.68
14,7822.55
5,9122.98
78,1163.8
106,3648.57
114,5459.14
49,-4490.01
109,5552.44
27,4641.69
56,3250.61
71,9426.81
30,3108.18
53,-6162.8
80,-5996.79
62,-4404.23
114,-3172.78
109,4870.43
4,-2994.48
49,1885.54
112,-1155.3
33,-3552.15
40,-7264.52
112,-338.28
81,407.23
49,4839.94
63,5478.75
92,-6715.36
97,-8490.4
82,1442.35
96,-5302.33
113,1619.7
43,-7861.7
8,7106.19
43,7492.79
93,6094.47
75,3513.09
76,-4137.01
113,-8758.36
20,1512.58
60,-4454.33
56,-6436.07
71,-6802.04
58,6921.28
58,-7961.17
59,-1347.15
5,-7882.73
42,7754.71
48,8764.0
64,1936.02
12,7853.06
3,-4141.56
95,5708.31
32,-2241.05
11,-2624.35
47,1552.47
38,7388.84
30,-2865.07
93,-1321.39
92,1536.91
34,9917.34
74,-5350.73
63,8534.46
10,-5907.46
7,-6907.24
71,-8303.79
31,5261.81
16,-6852.08
90,6740.01
101,617.11
14,4268.0
25,2546.56
44,-6224.34
77,8773.27
30,6073.26
41,-8931.69
96,-2241.26
57,-3814.09
85,6261.08
65,6799.84
53,8986.74
98,-103.95
8,-3410.29
48,3744.11
108,-573.42
52,-8651.47
91,9634.13
52,4514.4
87,-8545.75
61,5807.9
111,-9284.49
85,1431.14
42,-7169.88
38,7862.37
29,5794.36
60,-8778.59
101,7041.42
73,-5856.85
62,-7839.92
38,-4202.51
88,-9565.95
78,447.76
38,9182.12
80,5905.7
87,-2830.56
96,3171.34
50,-5319.85
62,-2424.0
41,-8971.83
1,-3895.42
100,-5593.93
30,1101.36
62,8372.62
59,-6020.23
53,-6151.87
77,-749.45
82,-2277.74
102,-9546.15
93,9741.71
1,1971.66
48,-9012.96
25,1024.89
81,4502.15
66,-3571.83
42,2897.21
56,-8346.15
91,3526.87
28,5717.78
32,8050.93
73,2276.16
79,4032.29
98,4259.15
114,-8219.67
26,-1244.88
42,8832.56
79,8596.15
73,7320.76
56,-6103.26
102,180.61
77,4361.39
18,8167.83
60,-3041.32
110,-6960.68
61,607.55
33,2289.56
1,8347.82
111,-4536.52
105,554.18
6,-162.09
84,772.9
43,-3434.11
44,-402.97
26,-9525.16
107,-344.36
19,2536.9
18,-5237.05
5,-1259.22
68,-6041.07
32,-9631.92
5,-4591.54
84,-3227.46
94,-3524.67
104,3115.96
108,6765.08
27,-7182.52
17,8920.08
94,-4743.56
39,-823.95
86,9024.75
67,-4304.61
43,7718.02
67,6183.91
6,8374.85
16,7070.03
90,6985.59
100,-2206.21
16,1581.47
4,-2224.09
38,-8339.58
90,-2881.76
68,9884.92
91,-6507.6
72,-1605.27
43,-1352.84
53,1729.52
22,769.88
60,-1486.38
115,-7771.53
8,-5752.75
58,5720.2
35,-8825.6
6,9458.09
23,7671.81
34,651.22
34,1771.29
19,9972.8
63,8653.31
40,6953.02
69,-8154.44
103,5715.97
87,7182.58
88,2989.99
4,9149.02
73,4338.21
86,1578.65
49,6108.01
110,6619.76
80,-3135.13
60,-4241.59
76,4747.05
27,8610.46
70,3931.66
43,675.38
86,-5109.65
13,6695.06
66,-3529.89
95,8487.16
76,-6165.55
44,-4283.44
33,3188.64
66,-4069.86
49,-9386.81
49,-735.68
77,8792.53
78,-2709.55
94,-9395.24
101,-8469.5
23,5961.48
45,-244.54
26,4700.27
93,1417.27
95,-5824.23
12,-4114.18
115,3442.26
62,8595.91
55,-2356.24
115,9613.08
109,4007.63
87,-6541.36
34,6834.29
50,7992.3
54,-4098.58
70,8546.14
70,-577.72
60,4151.95
1,956.28
24,3612.8
24,4431.47
111,453.41
37,-981.79
47,-872.22
103,-7751.17
65,4274.74
82,5432.12
41,-7585.3
69,-3704.32
49,-3794.16
66,6299.8
82,-71.42
2,1141.49
16,6083.96
73,4687.79
21,-3479.57
115,7580.41
28,-5294.24
97,3606.79
72,7717.43
95,2628.74
26,-3251.92
5,2965.01
73,81.66
96,9707.72
80,4243.04
53,2247.86
32,-5715.69
72,-3652.55
2,3158.85
51,5036.0
87,-254.71
88,6011.85
41,3956.78
66,-5877.27
42,736.86
19,3476.29
53,-1725.64
52,-5697.35
2,-191.21
87,-1067.93
90,2779.03
12,2720.16
85,173.47
80,3430.73
74,-427.34
106,-5385.24
55,-5053.23
39,6555.12
63,-3726.23
91,-5398.09
70,-266.6
89,-5142.89
90,6067.91
93,-533.67
5,5184.92
10,729.69
8,9534.61
64,-8983.2
1,9425.18
72,2390.96
43,8345.27
101,-7561.11
48,1760.21
80,5311.99
73,6310.95
5,903.63
10,-9088.54
41,-4038.44
75,2849.59
12,-6191.87
97,2490.53
6,-8522.17
78,-3289.48
60,1383.31
87,-4020.2
24,4239.02
19,-5201.67
49,-5714.13
87,2250.93
4,2179.35
110,3218.58
107,-4520.17
60,-8279.06
53,-41.99
68,-2272.54
75,-6993.03
27,-7632.85
19,-1763.75
115,5516.71
86,268.14
20,8626.79
70,4732.69
55,-4213.35
90,3010.69
66,-8212.18
76,855.42
1,6654.95
110,2727.64
62,-205.75
11,470.99
29,7023.31
63,-8033.87
48,-8245.56
71,-6600.51
52,-7418.06
45,2487.39
26,1581.16
101,4883.06
23,-6599.61
67,-9865.13
87,-6995.38
83,-4359.38
113,589.28
109,4375.21
89,5024.1
23,-6885.29
77,-641.43
6,-1284.29
53,2559.22
23,-5198.15
51,2920.2
79,3787.68
38,5325.58
76,-6330.15
57,-2753.58
15,-7395.7
31,2497.27
68,-2783.84
92,-5250.81
91,-5539.98
101,6607.02
13,1445.11
49,2175.68
93,-814.47
104,7053.96
97,8991.37
7,-5411.91
52,-8300.72
108,6130.48
33,3532.41
47,5346.55
63,-1383.9
109,6153.68
87,-9929.06
80,2234.4
44,-2197.07
26,-4327.82
67,6696.73
62,7173.88
57,-4976.86
111,9215.3
63,6163.95
18,-512.0
37,1090.74
108,9896.74
11,287.06
63,8555.37
44,6334.57
37,8502.43
95,9897.34
103,-377.9
31,1011.2
12,905.28
28,-6125.7
56,1721.27
68,-8363.7
67,-4094.22
53,-4321.86
43,-514.04
71,-7918.07
6,3152.79
4,5827.74
98,-894.27
39,5459.24
12,-5624.97
114,3405.9
35,609.26
65,-1573.51
104,8605.03
3,-1326.07
50,3117.07
70,-4868.45
107,9826.36
102,7661.58
47,-2256.94
68,-9828.93
84,-147.03
50,-1891.53
70,-3710.66
66,1064.52
96,-3274.81
100,2293.06
73,-1893.18
2,6256.59
1,-2074.91
32,-9105.48
84,-923.78
66,-5936.11
107,-7387.53
20,-3938.51
16,7996.23
64,780.47
88,-701.32
71,-822.47
75,3121.2
110,2286.83
28,-8635.4
8,194.87
39,-4799.27
113,-4462.46
37,7268.04
24,4727.03
72,6565.81
88,6149.05
56,4448.54
77,-4078.29
66,9005.27
51,-8384.09
49,5512.92
63,5942.07
61,-7755.59
80,-826.78
14,7058.19
70,-97.9
16,-2521.53
33,8305.38
17,-4927.39
34,-2895.88
59,-8769.88
71,3000.76
114,5534.95
18,-8480.78
3,-3944.89
26,1015.55
14,-2843.73
104,204.68
79,-4623.21
11,-281.31
55,-8895.78
31,7951.88
103,-1141.2
5,2887.68
44,1618.12
3,1869.11
8,8897.2
109,3635.76
39,9904.2
35,7168.6
78,-7935.88
94,-6043.0
7,289.46
10,-6884.96
27,1823.01
13,8759.44
107,7478.84
6,-6392.28
33,-4581.97
100,-801.44
58,-7562.91
107,6805.13
70,8529.25
50,-2352.8
34,727.78
6,-7021.18
47,3954.75
76,4547.78
48,8398.98
37,-4643.98
56,-3543.04
112,-6333.66
81,9541.9
20,-1687.93
3,179.03
5,3778.04
55,6413.32
35,952.87
12,7737.64
15,4706.52
46,2593.38
23,8592.51
94,1710.41
57,3002.05
77,-1264.93
86,-7495.49
89,-8597.16
17,3707.61
47,579.91
105,819.48
55,-9935.16
110,5493.03
