"transaction_id","bank_id","customer_id","amount"
"947dc1c6-06d0-4b4e-b86a-7c3853d841bc",42,1122,-650.17
"515898bb-7388-49cf-a697-3d8f9d4af8df",53,673,1581.26
"722221e6-843a-4b17-92f1-acbeeaf475d3",112,1055,-6911.69
"b4800e91-0d60-41c0-be0f-0cd9b5941896",93,441,-9261.13
"509654f1-b7b2-4220-b528-9d476f2908db",103,30,-23.72
"5a45c28c-0aa3-421f-8b6c-71d5d28ef1e3",38,1171,-4248.18
"6160cb26-8f34-4fae-acf5-daeba3b87e59",47,374,4088.84
"0b95e82a-31fe-4aaa-b1b8-52d2fa458ba5",113,922,-5348.27
"8389cf7e-c3b2-465d-9b19-1e705bf9a2d2",61,1103,9942.37
"1e86cc11-e0e5-4fb2-b8bd-c951a9e5b59e",93,548,-7762.15
"703f4f5f-0ed3-4095-8ce2-23f0e0974baf",1,751,-7279.56
"5e396a64-d6ea-4839-aa92-d01f4d968e10",63,1178,7110.09
"ec9f58a8-4d76-4c76-b59e-19648d168fd1",27,139,1416.48
"3d5248b4-3beb-4e76-b0ec-e89759d0aea8",13,615,5790.08
"a44f5071-9071-48e4-8341-0b79165c44ce",108,737,1571.68
"07f48532-e5ad-48f6-8494-9c528b67c51a",52,430,-5909.8
"8079471b-ddbe-46d2-8f18-d97b14243964",20,1167,6409.33
"6fff2782-f528-4142-96ec-ffc57650e25b",88,114,4279.57
"d99ce4e8-e001-465a-a960-298a4f4e88c2",93,941,9265.44
"a1706daa-0d44-4455-8a7b-c1da54331a3a",1,1284,-5568.0
"3d91f4bc-5cfc-42ac-9d7a-242dfd274b82",36,634,2639.97
"e2cb8758-cadb-4620-825e-50f6efb46d7f",103,61,-50.31
"ababf9c9-0592-473f-8bcb-ef84ac30004f",98,999,2182.94
"e2697fd7-b4ea-4a77-9682-3e760643e349",58,364,-8552.0
"9b9631e5-86d5-4d4f-9f95-ff793fb38741",94,900,2192.42
"a2499b21-ed93-44d1-b0e7-e8a766189406",75,673,-3713.02
"b22cfee8-c3d0-4dec-aadc-809ce27d6b62",106,922,8344.75
"f1b9421d-cd52-4288-a8c9-a2097e68b109",21,783,-524.14
"a200a2b2-1a5c-48a7-a7c0-f09246720e5c",26,634,-3392.09
"ec31d6b0-0f41-4c16-a591-41b6cc8daf6d",52,59,6567.31
"148db310-c8fe-4b5e-8f18-f2cfeb1d4ef8",85,1142,-3370.84
"75534d48-8713-41f6-85ab-3ae8298f2ca5",85,422,-9373.49
"64ca23e8-72f4-4b48-af5a-16d1bfdedc72",53,1119,-3757.45
"5539c8e2-99ec-4a27-a9ce-1cd30fbcdbc4",79,130,2059.82
"5804864a-c3bb-4ba8-a6a0-b34017795d4c",13,834,2332.59
"129664a1-41bd-4b38-a46b-9f81b8bebc4d",103,813,1256.85
"20ec8bb3-2cdd-4be1-9430-ec4f9238ad18",112,909,-8446.69
"800b5a57-d53c-4ff8-a76f-5644a51d3008",105,282,836.63
"eb1c3a2e-2ca6-4fdd-8f64-7f635a6d1f63",102,720,-9290.54
"3843af74-aad8-4889-8157-1e9e3b216cf4",19,593,7098.36
"2a1877f6-b29d-4cf9-99e8-6a7677d0f300",104,931,3693.86
"006cb6e1-5e42-4f4d-ae9e-6f2b38616bb9",69,503,7668.88
"d2f0f7fa-ad30-4ea9-bcb7-8b2369453929",44,1187,1381.48
"67498520-8dc2-41b4-81b4-43740ba87424",73,1312,-1619.74
"bb84a595-0757-4fab-be23-bed51faa4993",5,285,-6345.16
"c513bfb3-d4de-4e50-8fa2-aabda2f5887b",34,1006,1329.76
"e10c91c7-f24a-4976-840d-0f48bc857cc8",61,533,1279.37
"912cd2b6-07b3-45e8-bc8e-35a97fe25179",77,329,9868.56
"22cba7fb-1b85-4f81-8f4e-9c9d263df606",52,264,-3319.63
"b7ad0ec0-4e27-4a52-8be3-febbef4fffae",61,242,-202.9
"06771168-ea05-41cd-a56c-444bdf610341",72,551,8962.12
"e7bc68ed-94ce-4f0b-84da-0163a7d305f2",68,668,3681.87
"7cde92f7-774e-41ae-b839-ada903307969",47,806,3087.33
"b4c0ce78-f9ac-4da7-82fc-863b1f8022c8",65,1051,-1205.42
"02519254-ba66-47f9-848a-c1ff3092065f",31,846,9134.31
"26f3ec16-33c8-4b54-a3e8-86c57f6ce8c4",70,824,187.07
"1a574f24-c200-4bb1-9d4c-d93b434dc3ab",100,711,2064.41
"c900b6f4-d86a-48a5-b536-1833f19073ff",48,311,-8784.8
"d24cab18-063d-4aef-9b92-931feeb94298",20,866,6626.84
"cf5cf94e-9d6e-4e73-b8a3-8a975791dfea",9,1095,5375.06
"7c18cae0-4632-4f00-b432-089d505ddc70",88,649,1374.94
"79778ce8-9665-4756-b82f-6b9176e5fbce",114,585,-8007.65
"ded1ad08-fdae-42c4-89ea-8af1bcae27f2",16,147,-2649.53
"ecbbfe05-3fab-42cb-a672-48859845b576",54,411,5240.63
"b3bd1aa3-561b-4e4b-aa95-e35297580ee7",35,53,2823.09
"242e8db8-424a-431c-9e7f-76569d0d1b51",11,210,-6186.44
"c0b90a84-ead8-4d94-8b01-d7c909b42ecd",64,43,-5162.64
"8578dc4f-e31a-4763-9ad1-7258ee47318c",106,491,342.73
"dccad854-b1fe-4b02-9a94-6f8cdd4d420e",37,249,-7220.57
"67b33820-9e8f-46a4-b6f5-261021aef643",64,796,-3356.1
"8603c02d-c177-4683-97c1-7a9e769bbdf6",86,515,-2754.38
"bbbf9188-fb64-4711-89d1-65a30b24ba08",108,750,-6270.43
"022d60d2-8f92-4f65-850b-f5ea3e9b840c",114,594,-1135.17
"e1965fef-071e-4c4d-8d8f-11a169c2668f",98,552,-114.37
"9bb8fd90-f347-4a29-b639-c0e0218ed409",2,451,-8034.54
"f26de73c-337f-4506-bb73-61d75a23026b",61,548,-1580.35
"d9ae341e-63ff-4b6a-82e2-cc5d86a4cb97",28,3,6746.56
"d1b08e88-c5f5-426f-990a-55f8da68e977",101,131,344.0
"4acb5f9f-5631-45f1-8768-633aec79d21c",23,1189,-9500.56
"56355ad3-c48b-450f-a0d9-6dc1c82ba5a8",25,681,3477.89
"198766e4-2cec-48b6-8227-83e460f7b662",47,1080,4395.06
"634533b6-f9ba-4e76-9008-671a0dfa2e9d",42,1053,8361.4
"7494cb4c-b9fc-41c3-abce-b15f9c9ea333",97,688,9129.57
"869e906b-065d-4ecb-be83-28a03787bac3",49,70,9053.93
"5f23ea59-9f5d-4960-b61b-cfe7954c7ec7",19,170,6875.11
"2cc97625-6eee-48d9-af15-d886b579b25a",82,1038,-817.62
"d65fb0c1-e465-4fb5-9b18-024c601eba05",91,1266,3494.99
"43fa8a7b-7559-4cea-9041-4accd7a0eee5",94,659,-7917.29
"b32a3e7d-df5b-476d-b154-8d2f29b88f98",41,88,7942.35
"88001fbb-5407-468f-a771-97bcec37a557",84,884,-6596.1
"3769b864-abac-4a5a-9d17-88862c2aff5f",18,529,7838.82
"3cd131fb-ef5c-491e-89d4-99d1b59d2159",21,1324,1050.51
"97795876-e5a9-4b3b-9c9b-01d95b7475a2",23,932,-555.62
"77815870-9f81-485b-951e-431e340f5e0b",77,58,1446.17
"c0334df8-f89d-4968-bb26-d3c799d5c820",1,816,7794.91
"36584027-7b42-49f6-9bb1-71c21e5c7e52",92,817,-8082.43
"5ab645ef-86ae-476f-8e19-89fcd6d8f60a",8,64,-9516.95
"20410d7c-f6cb-4a76-a693-b1d3f96a96e8",107,405,3964.71
"9232ae83-9ab7-4655-8e90-86e03bf75b63",76,221,-9811.77
"47c2aeba-55cc-417a-93a6-35fe946c2c2c",6,350,-2993.95
"876cc440-000d-49c6-acde-c8980fd54e8f",54,1055,-3617.13
"34e8f9c4-afe2-4263-9ea4-972519552dbe",88,941,-3315.64
"c400104d-4ff7-4271-9b56-4edc435f83db",27,1022,6397.75
"cac16dad-42fb-497b-816d-228f84e5a7aa",65,385,-1748.13
"5aea2b8b-6104-4dbd-96d4-18c0691b6e61",94,192,3295.08
"2b353519-ad7c-444b-bac1-1944487e614b",86,1306,-9055.43
"9be62e7c-1026-4d4c-9368-7369853e2b4b",81,834,1675.14
"a217c9ca-a9e8-4588-a664-e3c5150a3220",68,979,2959.83
"66d40e74-e7a1-4e4f-b313-6dc51d39c8c4",85,1025,8178.1
"3e6b8f50-08d5-4601-8628-9d6f8a0bf2cb",89,30,-1382.66
"4fc55a33-1540-4543-ad2d-6dc7db5f207b",37,117,580.66
"5fd00637-18fb-4b22-bc53-dc7614d6ccb4",13,1054,7929.38
"bb787d18-2f6e-4aa3-bc00-f14b97370cb4",76,556,9995.69
"d688ff7e-72c6-4f8c-b3e6-7321b4a5d2c9",88,481,-3723.75
"3d1058cd-af44-44b8-a5cc-88ea84a44add",31,575,-865.24
"1eda5d1c-a4d0-437f-88ad-f3766772af2f",79,1166,-3203.24
"58f52901-3ab7-4f66-839d-b864da810610",91,177,9180.32
"eb64c926-2415-4d2a-b3e2-5e6c9f2a09e7",12,655,-2303.81
"730691aa-6c63-40d4-befb-e6885a9e1f49",20,162,6565.35
"59577a76-ae09-4ef3-a576-989a700c9a6f",107,1179,-7453.92
"b6e3a572-4eaa-44eb-9b25-5f6a2c042a51",23,264,-5810.04
"65a5d341-0b26-452e-b05d-b52946c04040",86,1052,937.96
"3e10ad62-3a27-46dc-9d2e-be2739cff947",10,936,-2034.85
"2b9ca951-21fa-4b58-b13c-b1058214e1b3",67,161,5972.57
"3c31cbde-0db5-477d-a308-737aa4758c9b",107,208,-4468.61
"b3faf49f-da9b-4ddc-aedf-86ee99c596a2",23,697,-3039.75
"5ad2553c-a07b-40ae-8fd5-3746136cffb6",20,858,4319.33
"282685ea-9bce-4f27-9a0a-b89802f892ea",65,1263,-4984.64
"a3c8a862-5087-4620-b586-8e373c40bf05",97,1293,606.39
"0f7c71f0-f12a-449a-b9c3-33f62c502c48",2,71,-4622.85
"d03f964d-5755-4921-8f2a-9dddac4789df",62,120,-375.89
"8769ac54-db14-491e-9aa6-ffe59c55bc37",21,1140,-7293.97
"ff8d9427-b716-4082-bcee-6b84baa567ce",81,597,-7896.21
"4debe3fa-977d-4480-901e-bba4ac9d2927",91,1073,-461.14
"e36132b6-bf8e-4f7e-92cb-f0618b7b079d",50,694,5060.18
"fb49396e-9457-41db-adb2-b0f48ba1f716",21,1193,-8616.09
"af437bfa-04ef-4643-a1dc-8583173fda25",23,1208,-4130.84
"68d76249-e232-4d81-8ced-72f968c6e10a",2,335,1046.74
"a7d25391-0d79-4a38-95c4-655c045158fe",54,1202,-1239.62
"384e490e-9dad-47a7-969e-6870f4cb972e",95,1280,-7441.08
"e5f04297-37ef-4d49-9566-6d3363a56b40",45,489,-207.11
"c5a9c27b-7b3a-489a-8dd7-f6d49f1bfbb6",113,389,-7764.95
"9cf31a83-6158-49e7-98af-70c79fdfb594",94,877,4640.88
"9084f6ef-8bcd-4081-86b6-dec5fba00698",67,143,-7919.47
"25a15903-fd7e-43fe-9a13-890227c543eb",61,302,5239.72
"8391e2d5-d6f4-4070-80a4-8979d67c307e",8,65,345.1
"eaa5f707-2aa8-45b7-884f-e852738dc4c2",73,823,4939.17
"1e6f0645-a8cf-4642-a3c7-850e28f1ff9e",9,26,5130.24
"67db2cb1-9f48-482b-b51d-dc5988959fb7",19,777,552.14
"66abc45c-6583-4300-ad86-c7ce4bcbe8c7",66,207,8600.21
"6a02f0ff-d83d-409f-8dff-8ddb2e55ca78",110,1217,-1542.11
"7540d737-2109-4527-9d14-8c49587ebdc4",29,1079,6290.75
"aa73182e-bcc3-4c48-8bc9-34eaffeb7de3",52,140,-8689.31
"538ce055-1748-46e4-86dd-2a851cd30a6c",61,392,6394.41
"addd542d-144f-4902-af47-988c9b79deb8",70,1325,2315.49
"35e7521e-e5a3-475e-982f-a52a49385449",95,1084,-2309.06
"b94c0e61-0fca-4960-80d3-c61faa8f3b97",27,681,7410.39
"dea7771c-6cd9-422c-95c9-b3433acb8116",88,676,4296.29
"bd17ef6e-b3be-4627-a1f3-b92003868752",37,1040,8086.34
"74c1c48f-4478-4ea0-b920-9d03a20e7bc9",5,446,-8835.29
"833f16f1-a4f4-43cb-9f5d-5ec9f6b93b34",97,940,-2812.48
"3b640f32-5882-45a7-9999-e76e9f526973",82,969,-6723.7
"d3c42ab9-f5d4-4919-bc14-a46ddc775a0d",5,498,-5707.42
"3036562b-6fca-4276-96f5-d7d4860349a7",95,849,5364.07
"a834ea1c-b45e-4816-a7a5-1104b4314ab2",61,632,-2516.34
"5155d2ca-fbd2-4c11-ad49-e804590694c2",46,344,4902.85
"61497c66-b745-41ae-9fa3-e2739960b082",86,867,3692.69
"ff5fa242-1d99-4dff-abb7-5c2233ba5a53",47,186,-7009.53
"2bef01d7-2ae3-4b39-97df-d682559d5836",55,699,-9690.99
"1ccdf3be-afdf-4292-8fb3-874ad2644c6e",99,630,-4303.63
"09a8fde0-c9d1-4a69-9b2b-947df29b8970",50,1360,-8892.53
"92d707d9-98ee-46a5-a313-22cd0aba0715",100,882,-100.17
"3fd02728-4aa2-4e88-b1b9-c1f3d518ab92",13,528,-6015.92
"85ac72f5-2eed-4ed5-98bc-321f6ade874d",57,127,1112.51
"1346f0e7-10e6-497a-8391-034810d7e47c",9,575,-4742.97
"335e40ac-ecd7-4485-8d12-0e8f800e022c",22,1054,4974.87
"529e5205-2fa7-4f01-a23e-5b37be91693c",56,886,584.11
"e0ada535-73ec-47a5-a5a2-4c620082829e",69,1120,-5183.03
"903faaaf-04f1-491e-9caa-6135ee57d7a5",104,1232,-3203.95
"1fc0629f-f71f-4b82-b7c9-45f9bf923528",44,1192,9264.93
"2f38be4a-7535-4177-b96f-16f2ef6ead5e",30,1139,-7877.78
"bf877250-773c-48f8-bf1b-d9184d77cc7b",32,67,-5508.42
"412381d7-b69f-4221-952b-7489d19c884e",35,126,-4164.73
"e92fb014-b4b2-4cb7-9371-9c471a67f93f",95,379,6932.1
"f600c358-caee-4f00-8bd4-4b892bf8d5f6",29,222,-7860.82
"527f3d9d-c110-4407-bf74-236be4f543e7",4,825,2560.21
"2061d8aa-849f-4d09-a43f-0db51c081131",38,1018,-4899.48
"34beed3e-215b-4835-8d7d-fab370bdeaff",103,137,5065.95
"090115bd-15c3-48af-ac5f-cd15abfa0436",93,1048,-3146.3
"86084549-4ad9-421a-88b6-dd613f037bb0",24,561,-9080.87
"296bc252-a560-40b5-bd27-874061319f5b",115,1058,-3581.99
"47bda784-6b8b-4e32-8236-503202c9b077",32,357,-9026.35
"775e783a-212b-40e0-9d79-494710b99c79",114,1008,-4562.99
"7a5ead37-d99b-4151-9b86-a843cc412c82",79,466,-1288.74
"97e8fa37-f77a-4f1f-86e1-981f60faf36f",77,618,7099.62
"02bb35db-0107-4c29-a73c-fb91cf78a0c6",82,867,-110.31
"8fc14fc7-2a53-497e-9837-7fff8b7c93c4",94,249,-5868.18
"27df91b9-e23b-4ed6-9901-18bd55606093",11,447,-4288.28
"b131a4ca-e6a6-4e12-a384-bd9a7ed4730f",88,222,-4696.28
"4a7954a0-6ffb-434f-9d02-b8f77c4c8ae5",59,150,1715.98
"d2c833a7-6196-47d6-a474-b067e36b47c9",59,1170,-6703.02
"b5973296-bf23-49f6-af55-b400a58cd1d6",105,832,-5825.23
"e9b4f042-08b2-4a90-bf7e-2198c7778411",16,1016,4796.25
"215cec0a-d899-4ccc-8b0b-6ebb1553d839",64,496,2950.19
"483448db-48e3-43d6-bc32-a32ac7f96292",47,944,-9037.37
"e30d2701-bd72-438d-be32-47f7ddd4907a",91,942,5953.95
"2da60cc5-31fa-4a37-aded-b730bb5b20c3",52,1016,-9788.08
"4b0e053b-da9e-4edc-bc0b-0d0e3f712621",74,362,8123.96
"128582c8-9f54-491b-b7eb-cf535e611798",19,1010,-7077.74
"8d886d4a-1ddd-4950-bc2e-756f52a0e9ed",65,1135,-450.92
"5714d350-4ea4-4330-b90f-b128f48a29ee",39,568,7908.68
"e879d847-7091-420e-8539-aa3f565d624c",96,16,9862.91
"6ac7c44a-ad60-43eb-9ab2-c979f8607b2e",100,959,-5677.38
"96989943-975c-48e0-a7ff-c12e6eaed987",21,809,-7684.53
"b7c07dce-5710-4aca-82cf-9b4e42e4bd78",68,28,-3659.26
"e0abf4f9-b9a8-4fb6-b350-8083ad236308",17,292,-6417.53
"db114049-53e2-4947-af89-a90ece4abcba",35,178,8435.96
"7a1cc917-bb11-4d41-8b49-8f9a62713183",19,565,-4042.34
"e8c21b3a-0163-4625-8f87-b03eae7093f0",62,787,9873.57
"bcb33883-16ff-40f5-93f4-48046d132d79",37,874,9314.62
"9783f890-f2fd-4ff2-83ad-0c5367b16af3",105,1085,-3729.72
"5a872b44-28b3-4c8c-834b-67c18ce32cea",80,860,-7034.12
"22b7d83e-4293-45c3-9edb-b856e2677a06",13,108,-1996.72
"8ffb8917-2245-4f58-b847-bc751231c80d",36,671,-8197.6
"6b19860c-a57e-4dee-b0a1-0f6c41f97564",91,1054,3343.67
"4ff4ba6e-75bf-4b62-ac58-5be3aff4db2c",106,313,8153.77
"059c2112-dbaf-4b82-9c34-97605ad875be",53,299,-5616.83
"06376ffd-0d7c-4794-8260-6bdeb42d8d68",32,1257,-4031.57
"b61687e0-1aaf-4d42-8996-164afd6e8689",103,992,-9841.97
"53115d53-935f-40f4-b0d1-47cfaac3fd38",98,664,549.41
"dee8a535-88bc-476d-9d3f-96e8d3a3581f",62,694,3763.74
"b5e892b7-b70b-4f5a-a813-32d78737d875",41,765,-3998.47
"663d9ca2-cb35-4014-add3-22b06bbd0800",69,547,5693.96
"6f50e376-8287-4f99-a9f1-448eaea62fdc",89,565,-3902.56
"755060c2-55ca-4769-b349-598f0d9cdaad",98,1184,483.59
"2b5a6e92-21eb-437b-b15c-3ae4baa0059c",42,670,-2552.86
"efc3986e-73a6-4d19-97d3-afe01146ce8a",58,609,4983.67
"ad3789ed-555a-4576-87c3-9fcbb6276791",111,120,521.72
"640807fe-c10a-4690-8c42-b4f089686e38",16,700,5946.1
"3b74e3bc-8559-4855-9457-f48d259bc9ed",57,389,-4971.51
"43020f01-e2d2-417a-81f8-922677793888",23,1216,9283.35
"3512fbb2-1030-489e-a477-f934f14cf151",74,571,8908.53
"11eaa7b7-79b6-4c61-8e62-fb732214a1e6",76,841,-8773.01
"26993d3e-d00c-4b97-be09-1b7a421504b6",76,978,3664.92
"f6e1c641-fa56-4a5d-8e5c-2717a8cb4001",92,1007,-6092.72
"bea43dc0-7998-4386-a4b1-1a4d91b9eefd",77,45,-3554.58
"d83d7466-d4b5-4454-9e43-8c996e23d330",3,411,-4569.69
"f03ada90-a705-4b62-9628-362e2a7dd41b",39,608,-3680.72
"e6e8db62-621c-40ce-add9-6e9530d266bb",2,380,7833.78
"f8a64283-f4b3-43c5-ac42-0f5b7e315c1e",96,936,7943.46
"ad2eabf8-1e2a-4c66-8974-43a2c21e374f",90,1095,4283.04
"a90bcac4-64a9-479b-b7d3-9f7af10ffa60",115,1316,6914.68
"2e163bce-60bd-4cf6-8a3e-d40d026c160c",57,60,-3206.29
"e58456ae-8c7e-40f8-bcb6-c9b41188ee8a",3,930,-9248.47
"634970d7-c762-4e32-8b41-1c5399f19518",58,275,-6241.18
"80e5e258-234b-42fc-b671-a2f47075b371",5,18,5394.1
"dee96bf9-83ab-46c2-8c77-cfa60bb6adcf",5,836,-7799.4
"3d9a3e72-f36f-4225-a9a9-8a96a53131c3",29,29,-9337.43
"a8ce4840-bd20-4f22-841e-e7ddb050f223",21,65,-3206.12
"0d7def82-f9de-4901-9bba-821f4c3cead1",12,657,-9526.03
"b9ba87af-b3fd-4608-a840-0af30e0a013b",6,816,1185.48
"810131b6-d86f-4d83-93d2-4dfd4a91cb97",20,234,9924.78
"a1064754-23d1-4faf-97be-4b3c2c7568d0",6,1183,6340.75
"238978b5-3a5c-4bd4-812d-de0c7985428a",35,1003,-1687.41
"099aa475-687f-4781-ba87-62363ad39f6b",95,169,473.37
"02ed8877-749d-437a-9bed-ce38e88f1003",28,747,3009.14
"06d3811e-4906-4fba-b4c2-cf48028e02c2",17,1082,1422.83
"ff303eab-3a7b-402e-9eeb-e7e55092e0a0",40,429,9776.98
"6e852334-ad43-485f-a1e6-53d1ea60350b",55,5,2486.64
"b1548aa5-1016-4fc5-a703-50d18cb6c11b",47,9,4199.52
"b20f5e2f-b391-4246-aab3-7fc565b796af",30,787,1778.27
"19f0872f-93b4-4a4b-a813-39d252d4ee2b",102,642,-2626.15
"4cb67c55-7696-4ef2-b9d8-4905eacf5d8d",40,1111,7643.13
"0dbca44c-3bb2-4453-9a3e-8caa06bbf9c1",52,846,8083.13
"4ad05a19-0806-477f-a65f-5b50108dbbd5",71,380,-8472.77
"f8164f22-120e-4783-938b-f39cc5882e36",80,1004,-382.71
"b0840a66-f1fa-4513-9b45-28f3778daa3b",11,166,304.49
"9757d5af-ef08-4ba0-9867-40ce51697794",31,1284,3111.92
"fe09b4e4-5609-4649-b1c8-6da2b4c932a9",85,1055,-3718.05
"a191a3a2-9191-4336-b400-8248a839e48b",68,755,1138.72
"20136810-238e-4ae2-ad2e-80c8fc8bdd14",97,658,1795.79
"ac04c371-d313-4bfb-8c03-4c7ade8b602c",96,868,9213.29
"24bc780e-1767-43cc-84d6-ade1b0103576",56,901,-7291.52
"8638ec20-0958-41ce-a27b-d5b23a7d54bf",100,773,3018.97
"01612aef-5f28-4b40-8477-1a19c93020ea",4,1343,-7230.76
"e4b81a8c-091e-401f-a628-5dbb7f4fb643",107,682,-3820.12
"5b6301ec-4df2-466f-b03b-34d8e947d303",93,453,9188.96
"ee20c342-307f-4aca-b105-bb04c179cc3c",112,763,1746.51
"de46ba8f-a46d-4cb5-b88a-d392b82993de",85,364,7300.27
"cf32feca-a3b7-48e5-822a-6606fad39f05",109,665,6510.93
"b25daca1-7481-43ec-8319-6b78c70d74ed",77,582,2568.84
"98cbcaf6-8107-408d-a7f7-2c1744643d56",39,1221,-9536.4
"c6a8bb4d-aa94-4bcd-a42a-a22d87797652",99,353,-1346.91
"601a7945-f9c3-466a-a2e0-8740de7f407d",23,632,3541.09
